match	sentence	collection	author	title	textClass	bibl	date
einbringe	BRT , die Griechenland in die EG einbringe , deren Handelstonnage dadurch auf 121,2 Mill .	kern	unknown	Tagungen und Beschlüsse von EG-Ministerrat und Europaischem Rat; Beitritt Griechenlands; 2. Lomé-Abkommen; Gipfelkonferenz von Dublin	Zeitung::EUROPÄISCHE GEMEINSCHAFTEN DER NEUN. SUDAN. VR CHINA. VEREINIGTE STAATEN. JAPAN. TUNESIEN. ISRAEL. TÜRKEI. GRIECHENLAND. AMERIKA. MAROKKO. KAMBODSCHA. CYPERN. PORTUGAL. IRAN. AKP. EFTA. ASEAN. OSTBLOCK. ENERGIEWIRTSCHAFT. TERRORISMUS. WÄHRUNGSWESEN.	Archiv der Gegenwart, 2001 [1980]	1980-01-08
fordern	Die Minister fordern die Signatarstaaten des GATT daher auf , sich über ein Verfahren zu einigen , auf Grund dessen sich über ' praktische Maßnahmen ' verhandeln ließe , um akzeptable Zugangsbedingungen zum Weltmarkt von Agrarerzeugnissen zu schaffen .	kern	unknown	Schlußerklärung und Erklärung über Handelsförderung der Entwicklungsländer der Ministerkonferenz des GATT	Zeitung::GATT. ENTWICKLUNGSHILFE.	Archiv der Gegenwart, 2001 [1961]	1961-11-30
angeredet	Jeder Zuhörer fühlte sich unwillkürlich persönlich angeredet .	kern	Braun, Lily	Memoiren einer Sozialistin	Wissenschaft	Braun, Lily: Memoiren einer Sozialistin. In: Lehmstedt, Mark (Hg.) Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1911], S. #page#	1911-01-01
lassen	Nach seinem Tod hatte sie sich von niemandem mehr Janna nennen lassen .	kern	Pausewang, Gudrun	Die Wolke	Belletristik::Jugendliteratur	Pausewang, Gudrun: Die Wolke, Ravensburg: Maier 1989 [1987], S. #page#	1987-12-31
genommen	Vor allem aber können nunmehr nach der Zweiten DB Grundstücke auch für den Bau von Eigenheimen in Anspruch genommen werden , die in Übereinstimmung mit der geplanten städtebaulichen Entwicklung dafür geeignet sind .	kern	Zimmermann, Hartmut (Hg.)	DDR-Handbuch - A	Gebrauchsliteratur::Politik	Zimmermann, Hartmut (Hg.): DDR-Handbuch - A. In: Enzyklopädie der DDR, Berlin: Directmedia Publ. 2000 [1985], S. #page#	1985-12-31
siedelte	Später siedelte er nach Graz über an den Hof Erzherzog Carls II. , aus dessen Diensten er mit einer Jahresrente von 80 Gulden schied , um 1573 in München als » Leiter der Instrumentenstube « und Trompeter der Hofkapelle mit 150 Gulden Jahresgehalt eine der angesehensten Stellungen unter den Musikern zu bekleiden .	kern	Franz Liessem	Cornazzani	Wissenschaft	Liessem, Franz: Cornazzani. In: Die Musik in Geschichte und Gegenwart, Berlin: Directmedia Publ. 2001 [1973], S. #page#	1973-12-31
sagen	Tschun hörte die Eunuchen sagen , wie sehr er sich doch für das Theater interessiere .	kern	Heyking, Elisabeth von	Tschun	Belletristik	Heyking, Elisabeth von: Tschun. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1914], S. #page#	1914-12-31
verschwand	Das Wild durchschwamm darauf , von den Holzhauern verfolgt , einen Graben und verschwand an der anderen Seite des Wassers in einem Fichtengehölz .	kern	unknown	Lokales und Vermischtes.	Zeitung::Morgen-Ausgabe	Berliner Tageblatt (Morgen-Ausgabe), 15.02.1902	1902-02-15
gerichtet	Entsprechend den Prinzipien des Staatsplans Wissenschaft und Forschung , wonach ausgewählte Planaufgaben Vorrang genießen , ist auch der SW . im Produktionsbereich stärker als zuvor auf die gezielte Förderung von Spitzenerzeugnissen oder -verfahren vor allem für Exportgüter gerichtet ( z.B. als themengebundenes persönliches Planangebot oder als Verpflichtung zur Erhöhung der Zahl exportfähiger Erzeugnisse ) .	kern	Zimmermann, Hartmut (Hg.)	DDR-Handbuch - S	Gebrauchsliteratur::Politik	Zimmermann, Hartmut (Hg.): DDR-Handbuch - S. In: Enzyklopädie der DDR, Berlin: Directmedia Publ. 2000 [1985], S. #page#	1985-12-31
geführt	Die Verhandlungen werden gegenwärtig in London auf allgemeinster Basis geführt und betreffen nicht allein Neufundland und die Neuen Hebriden , sondern sie bezwecken die allgemeine Begleichung der zwischen England und Frankreich obwaltenden Differenzen bezüglich überseeischer Gebiete einschließlich Madagaskars , Sansibars und des Nigerlandes .	kern	unknown		Zeitung::Abend-Ausgabe	Berliner Tageblatt (Abend-Ausgabe), 19.02.1902	1902-02-19
trennen	» Durch keine Lockung , durch keine Drohung , durch keinen Druck und keine Gewalt sich von Christus , der Kirche und dem Bischof trennen zu lassen . «	kern	unknown	Chronik deutscher Zeitgeschichte - 1937	Wissenschaft	o. A.: 1937. In: Overresch, Manfred u. Saal, Friedrich Wilhelm (Hgg.) Deutsche Geschichte von Tag zu Tag 1918-1949, Berlin: Directmedia Publ. 2000 [1982], S. #page#	1982-12-31
nahm	Sie nahm mit erheblicher Mehrheit einen Antrag an , in welchem es als eine mögliche Basis für Berlinverhandlungen bezeichnet wurde , eine de facto-Anerkennung des ostdeutschen Regimes gegen präzise Garantien für die künftige Freiheit Westberlin und den freien Zugang zu der Stadt anzubieten .	kern	unknown	Jahresversammlung der Liberalen Partei	Zeitung::GROSSBRITANNIEN.	Archiv der Gegenwart, 2001 [1961]	1961-09-30
drehen	Was du tust , mein Junge , er wird versuchen , dir einen Strick zu drehen . «	kern	Feuchtwanger, Lion	Die Geschwister Oppermann	Belletristik::Roman	Feuchtwanger, Lion: Die Geschwister Oppermann, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1933], S. #page#	1933-12-31
wähle	Da sich diese Samen aber schlecht mit Schwarzwurzelsamen zusammen drillen lassen , wähle man Markiersaat nur dann , wenn der Schwarzwurzelsamen mit Kompost oder Torf ausgebracht wird , also wenn Maschinen mit Schubrädern zum Einsatz kommen .	kern	Autorenkoll. u. d. Leitung von J[ohannes] Reinhold	Ratgeber für den Feingemüsebau im Freiland	Gebrauchsliteratur::Wissenschaft	o. A.: Ratgeber für den Feingemüsebau im Freiland, Berlin: VEB Dt. Landwirtschaftsverl 1962, S. #page#	1962-12-31
besucht	Auch die gestrandeten Akteure der RAF , deren politische Theorie und Praxis er entschieden ablehnt , grenzt er aus seinen menschlichen Beziehungen nicht aus ; viele von ihnen besucht er im Gefängnis- und korrespondiert mit ihnen .	kern	Michael Schneider	Sanft war er, sanft, ein bißchen zu sanft - wie alle echten Radikalen	Zeitung	konkret, 2000 [1980]	1980-02-02
abgeändert	Ablauf noch in Einzelheiten abgeändert werden muß .	kern	John Henry van der Meer	Sackpfeife	Wissenschaft::Musikwissenschaft	Meer, John Henry van der: Sackpfeife. In: Die Musik in Geschichte und Gegenwart, Berlin: Directmedia Publ. 2001 [1979], S. #page#	1979-12-31
überreicht	Nun zum Wie : Bei Paaren werden die Blumen stets vom Herrn überreicht .	kern	Graudenz , Karlheinz / Pappritz, Erica	Etikette neu	Gebrauchsliteratur::Umgangsformen	Graudenz, Karlheinz u. Pappritz, Erica: Etikette neu, Berlin: Deutsche Buch-Gemeinschaft 1967 [1956], S. #page#	1956-12-31
geben	Während es Aufgabe der Frontorganisationen war , der Bewegung den Anschein der Respektabilität zu geben und ihren Mitgliedern Vertrauen einzuflößen , ist es Aufgabe der Elitetruppen , die Umwelt von der Gefährlichkeit der Bewegung zu überzeugen , sie einzuschüchtern und ihre Mitglieder durch Komplizität absolut an die Bewegung zu binden . Denn die Morde der Bewegungen , zum mindesten der Nazibewegung , die für solche Propagandafragen einen untrüglichen Instinkt hatte , werden von totalitären Funktionären gerne zugegeben und öffentlich zur Schau gestellt , so daß die Gesamtverantwortlichkeit aller Mitglieder außer Zweifel bleibt .	kern	Arendt, Hannah	Elemente und Ursprünge totaler Herrschaft	Wissenschaft	Arendt, Hannah: Elemente und Ursprünge totaler Herrschaft, Frankfurt a. M.: Europäische Verl.-Anst. 1957 [1955], S. #page#	1955-12-31
zusammengenommen	Es war ein schöner Herbst , in weißen Flanellhosen zum blauen Rock kam er öfters verspätet von der Behandlung zum Essen , proper und militärisch , grüßte knapp , freundlich und männlich zusammengenommen , indem er seiner Säumigkeit wegen um Pardon bat , und setzte sich zu seiner Mahlzeit nieder , die man ihm jetzt besonders bereitete , da er bei der gewöhnlichen Kost , der Verschluckungsgefahr wegen , nicht mitkam :	kern	Mann, Thomas	Der Zauberberg	Belletristik::Roman	Mann, Thomas: Der Zauberberg, Gütersloh: Bertelsmann 1998 [1924], S. #page#	1924-12-31
aufwies	So gesehen , hat sich die Enquête-Kommission , wie ihr Bericht erweist , mit der begrenzten Einschätzung eines ihr erteilten auch nur begrenzten Auftrages , der überdies nicht vollen Umfangs erledigt wurde , auf einem Reformterrain bewegt , das , im wesentlichen außerhalb eigentlicher Krisenthematik liegend , keine sonderliche Brisanz aufwies .	kern	Ipsen, Hans Peter	Zum Schlussbericht der Enquête-Kommission Verfassungsreform	Wissenschaft	Ipsen, Hans Peter: Zum Schlussbericht der Enquête-Kommission Verfassungsreform. In: ders., Über das Grundgesetz, Tübingen: Mohr 1988 [1977], S. #page#	1977-12-31
arbeitet	Während er in der Kirche Sant' Andrea della Valle an einem Gemälde der Madonna arbeitet , stürzt Angelotti , der von der Engelsburg geflohene ehemalige Konsul von Rom , herein .	kern	Fath, Rolf	Reclams Lexikon der Opernwelt - Rollen M	Wissenschaft::Musikwissenschaft	Fath, Rolf: Rollen - M. In: Reclams Opernlexikon, Berlin: Directmedia Publ. 2001 [1998], S. #page#	1998-12-31
erörtern	» Wir planen nicht , Fragen des Glaubens und der Kirchenverfassung zu erörtern , obwohl wir uns ihrer Bedeutung keineswegs verschließen . . .	kern	H. Bolewski	Ökumenische Bewegung	Wissenschaft	Bolewski, H.: Ökumenische Bewegung. In: Die Religion in Geschichte und Gegenwart, Berlin: Directmedia Publ. 2000 [1960], S. #page#	1960-12-31
macht	Wer Säuglinge beobachtet , weiß , wie intensiv sie mit diesen Problemen der » Zielerreichung « beschäftigt sind und wie ihnen das zu schaffen macht .	kern	Schmidt-Rogge, Carl H.	Dein Kind – Dein Partner	Gebrauchsliteratur	Schmidt-Rogge, Carl H.: Dein Kind &#x96; Dein Partner, München: List 1973 [1969], S. #page#	1969-12-31
ging	In der verlästerten Trägheit des alten Reiches , in dem Geschehenlassen , in der verschlafenen Käuflichkeit lag eine behutsam weise und entsagende Staatsräson , die ein kurzsichtiger Westler , dem es um schnelle Wirkung ging , gar nicht begreifen konnte .	kern	Werfel, Franz	Die Vierzig Tage des Musa Dagh II	Belletristik::Roman	Werfel, Franz: Die Vierzig Tage des Musa Dagh II, Stockholm: Bermann - Fischer 1947 [1933], S. #page#	1933-12-31
folgt	Hieraus folgt , daß die Seele vom Körper nicht trennbar ist .	kern	Eisler, Rudolf	Philosophen-Lexikon	Wissenschaft::Philosophie	Eisler, Rudolf: Philosophen-Lexikon. In: Bertram, Mathias (Hg.) Geschichte der Philosophie, Berlin: Directmedia Publ. 2000 [1912], S. #page#	1912-12-31
sträubte	Es kam mir vor , als ob jedes Wort für mich geschrieben wäre , ich wußte mit einemmal , daß es keine unmöglichen Hirngespinste waren , mit denen ich kämpfte , - wenn sich alles in mir sträubte gegen das Leben , das man mir aufzwingen will .	kern	Reventlow, Franziska Gräfin zu	Ellen Olestjerne	Belletristik	Reventlow, Franziska Gräfin zu: Ellen Olestjerne. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1903], S. #page#	1903-12-31
zeigt	Es zeigt in einem dreigeteilten Fenster einen Trace des Programmes , soweit vorhanden den Quellcode selbst und Details zu ausgewählten Programmzuständen an .	kern	unknown	Debugger für alle Fälle	Zeitung::Prüfstand	C't, 1997, Nr. 15	1997-12-31
unterliegen	Die USA erklären , daß sie am 18. Juni 1979 die folgende Anzahl von SOW besitzen , die den Begrenzungen unterliegen , wie sie der heute unterzeichnete Vertrag vorsieht :	kern	unknown	Breshnew und Carter unterzeichnen in Wien SALT II-Abkommen; Reden, Vertragstexte	Zeitung::SOWJETUNION. VEREINIGTE STAATEN. SALT. ABRÜSTUNG. ÖSTERREICH.	Archiv der Gegenwart, 2001 [1979]	1979-07-02
bewegte	Er wohnte in Hotels , deren Fassaden wie Fahnentücher flatterten , ging als Herr unter Herren und Damen zu den großen Seglern , die das Netz der Lagunen durcheilten , befördert von einem Winde , der nichts an ihnen , nichts im Wasser und kein Blatt der turmhohen Platanen bewegte .	kern	Gütersloh, Albert Paris	Sonne und Mond	Belletristik	Gütersloh, Albert Paris: Sonne und Mond, München: Piper 1984 [1962], S. #page#	1962-12-31
wirft	Ein eigenartiges Licht auf die gesamte Politik gegenüber den Slawen wirft es , wenn Šafařík Zensor war und Havlíček in einem seiner bezeichnenden Berichte 1847 ( er wird deutsch mitgeteilt ) gegenüber den Berichten der Prager Polizeidirektion verteidigte .	kern		Jahresberichte für deutsche Geschichte	Wissenschaft::Geschichte	Jahresberichte für deutsche Geschichte, 1928, S. #page#	1928-12-31
formuliert	Während in vorsozialistischen Gesellschaftsordnungen die Gesetzmäßigkeiten von Bewegung und Entwicklung der Gesellschaft spontan wirken , werden sie im Sozialismus ... bewußt genutzt , und auf der Grundlage ihrer Erkenntnis werden realisierbare Ziele und Normen menschlicher Tätigkeit formuliert .	kern	Prien, Hans	Der MEGA-Arbeit ständig auf der Spur	Gebrauchsliteratur::Wissenschaft	Deutsche Zeitschrift für Philosophie, 1983, Nr. 6, Bd. 31	1983-12-31
findet	Es findet sich mit anderen Worten in jener Literatur keine einzige Anweisung , mit deren Hilfe man sicher Farbharmonien erzeugen kann , wie man nach bekannten Vorschriften sicher Tonharmonien bewirkt .	kern	Ostwald, Wilhelm	Lebenslinien	Gebrauchsliteratur::Autobiographien	Ostwald, Wilhelm: Lebenslinien. Eine Selbstbiographie, 3 Teile. In: Simons, Oliver (Hg.), Deutsche Autobiographien 1690 - 1930, Berlin: Directmedia Publ. 2004 [1927], S. #page#	1927-12-31
ankommt	Das ists , worauf alles ankommt .	kern	Kurt Tucholsky:Ignaz Wrobel	Preußische Studenten	Zeitung	Tucholsky, Kurt: Preußische Studenten. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1919]	1919-05-08
zählt	Mitglieder zählt , ist sowohl fachlich als auch territorial gegliedert .	kern	unknown	Beamte. NSDAP, Amt für Beamte.	Zeitung::DEUTSCHLAND.	Archiv der Gegenwart, 2001 [1938]	1938-04-19
sehen	» Der sensus communis geht ... mit lauter Dingen um , die alle Menschen täglich vor sich sehen , die eine ganze Gesellschaft zusammenhalten , die sowohl Wahrheiten und Sätze , als Anstalten und Formen , die Sätze zu fassen , betreffen ... «	kern	Gadamer, Hans-Georg	Wahrheit und Methode	Wissenschaft::Philosophie	Gadamer, Hans-Georg: Wahrheit und Methode, Tübingen: Mohr 1960, S. #page#	1960-12-31
gestopft	Dort waren es pulsende , gallenheiße Menschen gewesen , die ihm das Maul gestopft , die ihn vom Lehrstuhl gestoßen hatten , seinem Werk den lebenden Atem und den Blick vom Menschen zum Menschen zu nehmen .	kern	Kolbenheyer, Erwin Guido	Das dritte Reich des Paracelsus	Belletristik::Roman	Kolbenheyer, Erwin Guido: Das dritte Reich des Paracelsus, München: J. F. Lehmanns 1964 [1925], S. #page#	1925-12-31
bearbeitet	Wie im Vorjahre bietet die » Altpreußische Bibliographie « , die Ernst Wermke für die » Historische Kommission für ost- und westpreußische Landesforschung « bearbeitet hat , eine erschöpfende Übersicht über die Fülle der Einzelschriften und Abhandlungen , die im Jahre 1926 zur Landeskunde des alten Ordenslandes erschienen sind ( 38 ) .	kern		Jahresberichte für deutsche Geschichte	Wissenschaft::Geschichte	Jahresberichte für deutsche Geschichte, 1928, S. #page#	1928-12-31
auswirken	Im Wahlkampf hatte die SPD durchblicken lassen , daß sie von ihren Wählern taktisch kluges Verhalten erwarte , das sich eventuell durch die Bestätigung der Regierungskoalition auf Bundesebene in Form einer Unterstützung der FDP in Hessen auswirken könne .	kern	unknown	Wahlen in Hessen- Gewinne der CDU, Verluste der SPD, Bestehen der FDP, Ausscheiden der NPD	Zeitung::DEUTSCHLAND (WEST-).	Archiv der Gegenwart, 2001 [1970]	1970-12-06
abschnitten	Das haben schon die Nachwahlen gezeigt , bei denen die Kandidaten des Bundes recht schlecht abschnitten .	kern		Deutscher Reichstag.	Zeitung::Morgen-Ausgabe	Berliner Tageblatt (Morgen-Ausgabe), 02.03.1910	1910-03-02
vollud	Inzwischen besaß er eine BMW Isetta , die er mit Büchern und Wäsche vollud .	kern	Nadolny, Sten	Selim oder Die Gabe der Rede	Belletristik::Roman	Nadolny, Sten: Selim oder Die Gabe der Rede, München: Piper 1997 [1990], S. #page#	1990-12-31
begegneten	Sie hielten sich stramm und reckten sich , besonders wenn ihnen die großen , vierschrötigen Kosaken begegneten , die Tschun , wegen ihrer wasserblauen Augen und hanfartigen Haare , unter allen Fremden so besonders abstoßend fand .	kern	Heyking, Elisabeth von	Tschun	Belletristik	Heyking, Elisabeth von: Tschun. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1914], S. #page#	1914-12-31
garantieren	Generalsekretär , Zentralkomitee und Regierung garantieren seit Jahren den westlichen Banken Zins und Tilgung .	kern	Georg Fülberth	Eigentlich Venezolaner	Zeitung	konkret, 2000 [1989]	1989-09-02
fällt	Wenn der Zeuge sich so genau der Kleinigkeiten über den Wechsel besinnt , so fällt es doch auf , daß er sich auf eine so markante Persönlichkeit nicht besinnt .	kern	Friedländer, Hugo	Der König der Spieler Rudolf Stallmann und Genossen auf der Anklagebank	Gebrauchsliteratur	Friedländer, Hugo: Der König der Spieler Rudolf Stallmann und Genossen auf der Anklagebank. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1913], S. #page#	1913-12-31
verkündete	"Wir werden unser Ziel Europa erreichen "" , verkündete Kohl stoisch am Ende der zwei Gipfeltage zu Dublin ."	kern	Christian Wernicke	Politik, von Hand gemacht	Zeitung::POL	Die Zeit, 20.12.1996, Nr. 52	1996-12-20
gehen	Denn umgekehrt , wie man gewöhnlich annimmt , vergißt man zuweilen das Wichtigste rasch , weil es still in einen übergeht , weil es sich unmerkbar mit einem vermischt , während einem unwichtige Dinge oft durch den Sinn gehen , weil sie unvermischt an einem haftenbleiben .	kern	Seghers, Anna	Transit	Belletristik::Roman	Seghers, Anna: Transit, Gütersloh: Bertelsmann 1995 [1943], S. #page#	1943-12-31
teilnimmt	5. Um für die Mitgliedländer des RGW , die an einzelnen Maßnahmen des Komplexprogramms nicht teilnehmen , Möglichkeiten für den vollen bzw. teilweisen Anschluß an diese Maßnahmen zu schaffen , werden die interessierten Mitgliedländer des RGW auf Ersuchen des Mitgliedlandes des RGW , das an der Durchführung der betreffenden Maßnahme nicht teilnimmt , dieses Land über die wichtigsten Ergebnisse ihrer Tätigkeit in einer zwischen ihnen vereinbarten Ordnung informieren ... Volle oder teilweise Teilnahme von Nichtmitgliedern des RGW an der Realisierung des Komplexprogramms :	kern	unknown	Komplexprogramm für die weitere Vertiefung und Vervollkommnung der Zusammenarbeit und Entwicklung der sozialistischen ökonomischen Integration des RGW	Zeitung::OSTBLOCK.	Archiv der Gegenwart, 2001 [1971]	1971-08-13
